0.0 sh0:0.030981487947131438  sh1:0.026523477297843268  sh2:0.03779848646928875  sh3:0.027345811659074924  sh4:0.046584051198802955  sh5:0.029552244664758365  sh6:0.04047689574437036  sh7:0.02178941754526364  sh8:0.025777861612994772  sh9:0.025648354425451245  sh10:0.05433441122001401  sh11:0.0931859249697706  sh12:0.4094807201094325  sh13:0.011659113076576307  sh14:0.01924639495260423  sh15:0.009267667817440097  sh16:0.0256569135271736  sh17:0.024805991745250482  sh18:0.806808304667652  sh19:0.7200655652233875  sh20:0.05148111136431174  sh21:0.7182671098350814  sh22:0.9431616512518252  sh23:0.9278742034174083  sh24:0.7942745510789894  sh25:0.8904698356929157  sh26:0.054078888757802326  sh27:0.05389830688417772  sh28:0.06455013112972313  sh29:0.85779283446038  sh30:0.7989340667662113  sh31:0.9099053873294178  sh32:0.8470523917693878  sh33:0.5549868005969284  sh34:0.7720676009689829  sh35:0.7153516607557499  sh36:0.5936721025870719  sh37:0.9261079706018167  sh38:0.84112457356276  sh39:0.6311557972883357  sh40:0.28553567883986175  sh41:0.3227984040798393  sh42:0.2166934323328478  sh43:0.9383713845445062  sh44:0.6728720868179722  sh45:0.9153798375880483  sh46:0.9211672209869566  sh47:0.5326874243368672  sh48:0.8240834080700509  sh49:0.8513258654722522  sh50:0.8841285480606015  sh51:0.881990783498606  sh52:0.9071371444206826  sh53:0.9328809087828157  sh54:0.8738393388239973  sh55:0.9400740664712882  sh56:0.852203587346136  sh57:0.7539284198996619  sh58:0.8988812686124766  
0.0 sh0:0.5217828552182056  sh1:0.09930345491797522  sh2:0.15855304155106725  sh3:0.5879007016198883  sh4:0.6274994365799931  sh5:0.5096264454341107  sh6:0.5634437370776064  sh7:0.42068800918537524  sh8:0.06971248963132817  sh9:0.09496245064822567  sh10:0.18915681315539187  sh11:0.24968927244195938  sh12:0.5635092630693908  sh13:0.006533127711205816  sh14:0.010369580070013873  sh15:0.004999490941304252  sh16:0.01441858794008988  sh17:0.013123829438836415  sh18:0.9471350048442903  sh19:0.8793694428350612  sh20:0.05857964032680982  sh21:0.8719627724554019  sh22:0.5311217377986036  sh23:0.7592836601863087  sh24:0.8876721383627157  sh25:0.9294239380867351  sh26:0.06181889562660905  sh27:0.06141404008306789  sh28:0.07366497440595245  sh29:0.8476486031858351  sh30:0.9256915999152544  sh31:0.9155340767379118  sh32:0.8805484799882773  sh33:0.6436478334012271  sh34:0.8900144915864531  sh35:0.715132340131611  sh36:0.8611371773046291  sh37:0.9559013240583126  sh38:0.8565822551821162  sh39:0.6072556706668722  sh40:0.3916769282646428  sh41:0.6849125647444954  sh42:0.5723074806959119  sh43:0.9039677376872641  sh44:0.5891637342713003  sh45:0.9106687173869531  sh46:0.9012328051430465  sh47:0.7350714504820175  sh48:0.827318911178397  sh49:0.8910991289428188  sh50:0.9615345762806179  sh51:0.8862907141851709  sh52:0.8517789626410988  sh53:0.9381385972951127  sh54:0.8904038259867602  sh55:0.8737148067698598  sh56:0.8020962619290661  sh57:0.8397674092974231  sh58:0.818892242507965  
3.0 sh0:0.001153088767712077  sh1:8.755033600383798E-4  sh2:0.001976803742371896  sh3:7.890433250365937E-4  sh4:7.847409206416545E-4  sh5:0.0010006805396037598  sh6:0.001204727950460268  sh7:9.37708095835668E-4  sh8:8.412994772345422E-4  sh9:7.807949646508551E-4  sh10:0.00140105811766901  sh11:0.0025694104818829535  sh12:0.14690250455639356  sh13:0.9311689606374336  sh14:0.7528944199278575  sh15:0.7398954322694068  sh16:0.7514528035274466  sh17:0.7855903462187229  sh18:0.5869436560815208  sh19:0.47281145205985864  sh20:0.784919078679347  sh21:0.5545109028809508  sh22:0.8357906019175882  sh23:0.8397527029996162  sh24:0.655391205267906  sh25:0.7326488348658676  sh26:0.8238939376078459  sh27:0.9599300100840286  sh28:0.6836376309964797  sh29:0.9822916708020064  sh30:0.016944784278434977  sh31:0.9361017661788197  sh32:0.9879777859167694  sh33:0.1526298041591611  sh34:0.8236854244766854  sh35:0.5660597511463153  sh36:0.028517799815442932  sh37:0.9859299281583777  sh38:0.02491288789915137  sh39:0.5079474087168437  sh40:0.1949454208768827  sh41:0.09795276750087799  sh42:0.08441955395921041  sh43:0.9726545893936607  sh44:0.7501464829636151  sh45:0.6722663169952184  sh46:0.8464949807898011  sh47:0.6502324038589173  sh48:0.8322687444180759  sh49:0.7251765796699876  sh50:0.7619993580809366  sh51:0.7761212200606907  sh52:0.6889391119332507  sh53:0.8771060207125498  sh54:0.8316175563457722  sh55:0.7115395248480627  sh56:0.8516275839241955  sh57:0.9425921158596643  sh58:0.8010090069541458  
3.0 sh0:9.783823938254784E-4  sh1:8.436613764325143E-4  sh2:0.0015713573983906154  sh3:0.001068565429875801  sh4:8.67265577694596E-4  sh5:8.471291582855136E-4  sh6:9.435493956252987E-4  sh7:8.351515245211405E-4  sh8:8.706642764028914E-4  sh9:8.247946290879264E-4  sh10:0.0013008065082643692  sh11:0.002443267084238428  sh12:0.1335134848267881  sh13:0.9558571405032947  sh14:0.860408974365715  sh15:0.891107851013852  sh16:0.8643059940327349  sh17:0.8757043982066355  sh18:0.6056508234953799  sh19:0.4807530201684137  sh20:0.9581973484634847  sh21:0.5319241392896744  sh22:0.8911965065048835  sh23:0.8635363978392123  sh24:0.6803970973383283  sh25:0.7556807138917534  sh26:0.9844078877517783  sh27:0.8855664684197593  sh28:0.8684701531270006  sh29:1.0  sh30:0.032725462956624714  sh31:0.9027047830330441  sh32:0.9859319881975763  sh33:0.18009651717755246  sh34:0.777724758764622  sh35:0.5532537000319837  sh36:0.07518454522645061  sh37:0.9899263607733702  sh38:0.17890847756776593  sh39:0.571542138548526  sh40:0.17439457563850386  sh41:0.09663778567503147  sh42:0.08410757685500299  sh43:0.9242087552824028  sh44:0.7350891195574644  sh45:0.8112272748011308  sh46:0.8372474925865957  sh47:0.7486960424820064  sh48:0.809731783626135  sh49:0.8288934277917754  sh50:0.7442353124646777  sh51:0.7675117422491574  sh52:0.6617439342033936  sh53:0.6573960443120332  sh54:0.7643228008597935  sh55:0.6076772697664167  sh56:0.7173466304998533  sh57:0.6454740609199183  sh58:0.8529836385117173  
3.0 sh0:0.0010602869380805311  sh1:7.846976378302916E-4  sh2:0.0015840876469458787  sh3:8.402173266287611E-4  sh4:8.246802989779081E-4  sh5:9.884762219193408E-4  sh6:0.0010488433082374582  sh7:8.90193259414958E-4  sh8:9.041099468836003E-4  sh9:7.578131091437861E-4  sh10:0.0013247042249031771  sh11:0.002612599690582334  sh12:0.14171008589202908  sh13:0.7286494236441222  sh14:0.7311798127251607  sh15:0.5722027373005781  sh16:0.7196106413439497  sh17:0.7701065956988334  sh18:0.5913233912588529  sh19:0.48410607768477854  sh20:0.562846512491471  sh21:0.5219462182680054  sh22:0.836103139909091  sh23:0.8393029830809493  sh24:0.6631454311950035  sh25:0.7442225611976404  sh26:0.577087716036419  sh27:0.7076654958241686  sh28:0.49376860073561296  sh29:0.8158293816533362  sh30:0.014690023865410644  sh31:0.9384993098917207  sh32:0.9914247962065124  sh33:0.17285945177312306  sh34:0.7691066681353974  sh35:0.4783618047342075  sh36:0.05167848050368465  sh37:0.9768743062163856  sh38:0.017243426573553967  sh39:0.5663642855480185  sh40:0.18789738313771662  sh41:0.1296484865434488  sh42:0.07701031757075048  sh43:0.8066096427068334  sh44:0.7764424212856335  sh45:0.7254021972085074  sh46:0.8266873892617025  sh47:0.7690088887754057  sh48:0.8346247779673458  sh49:0.7751171827577163  sh50:0.789712706746904  sh51:0.7484385262102807  sh52:0.5277383450076939  sh53:0.6907796024693122  sh54:0.9636645044028525  sh55:0.7125244170669099  sh56:0.6789401104270517  sh57:0.6650463787311044  sh58:0.7548031903253329  
1.0 sh0:0.03437152525799297  sh1:0.028800425740531998  sh2:0.043686422126779555  sh3:0.030228019515112836  sh4:0.04871834452375987  sh5:0.03306857663480057  sh6:0.04336574767172779  sh7:0.025084684262844322  sh8:0.029235470072851533  sh9:0.027636907519950057  sh10:0.061458896430718696  sh11:0.10274535010210005  sh12:0.4267203992741034  sh13:0.08398845863059078  sh14:0.15625992255932092  sh15:0.07123453582957484  sh16:0.16786883343157188  sh17:0.1655435868993036  sh18:0.8214319094710297  sh19:0.7354609335549543  sh20:0.002032610341120308  sh21:0.7295462827580631  sh22:0.9613726332060751  sh23:0.9374039964544373  sh24:0.8131578782888539  sh25:0.8948355260857619  sh26:0.026205610977724905  sh27:0.02037014540426675  sh28:0.004310012407428322  sh29:0.8640063900263915  sh30:0.8477574937924726  sh31:0.9159112154816226  sh32:0.8713745240700785  sh33:0.8945621997449129  sh34:0.9322913044883706  sh35:0.7403586901572916  sh36:0.8216548762069353  sh37:0.9241817786595247  sh38:0.8762304295553238  sh39:0.9694397810078177  sh40:0.4785652830866943  sh41:0.7217787065929051  sh42:0.5923730370251364  sh43:0.9514679433158924  sh44:0.6701241396900203  sh45:0.993995253497833  sh46:0.9395061428830405  sh47:0.8004075604546805  sh48:0.7998911016076761  sh49:0.8530777371887872  sh50:0.9420594030696979  sh51:0.8129689275665815  sh52:0.8411591389540753  sh53:0.8977343322936764  sh54:0.5922280940454956  sh55:0.8865970560795757  sh56:0.815961900268227  sh57:0.9040435714563022  sh58:0.6488794248167454  
3.0 sh0:0.0012360833857246783  sh1:6.995649459399801E-4  sh2:0.0018323961586625029  sh3:7.633931353280982E-4  sh4:9.06141953421634E-4  sh5:9.392568137694444E-4  sh6:0.0011680196639831885  sh7:8.908098364908082E-4  sh8:7.500188532647447E-4  sh9:7.746607809447634E-4  sh10:0.0  sh11:0.002264144566014192  sh12:0.12893415648266596  sh13:0.9579120804304782  sh14:0.9176680486472076  sh15:0.895175598455987  sh16:0.9233215523932301  sh17:0.9255604965647195  sh18:0.6120557067026317  sh19:0.4780478952703329  sh20:0.9813879263072524  sh21:0.5393904585519406  sh22:0.8835427676905093  sh23:0.8649941736662031  sh24:0.6897085660416902  sh25:0.7527982970398123  sh26:0.9619898999946769  sh27:0.8600504460669014  sh28:0.9492140411292592  sh29:0.9942780089156676  sh30:0.1965279710975606  sh31:0.9619665400824138  sh32:0.9988588807233155  sh33:0.14046672030262122  sh34:0.8017661240350195  sh35:0.5425916988059009  sh36:0.04193202326486194  sh37:0.9881760873875683  sh38:0.4786238304125272  sh39:0.523713069114097  sh40:0.1083592155098779  sh41:0.08356533944552114  sh42:0.0763086806957615  sh43:0.9361505078971704  sh44:0.8231817346648346  sh45:0.714171840963634  sh46:0.7421932068231054  sh47:0.660135713023968  sh48:0.9273611494066023  sh49:0.741654454889008  sh50:0.8392453150998724  sh51:0.7299204979716986  sh52:0.5560642771793601  sh53:0.8422480660356249  sh54:0.6552712855007363  sh55:1.0  sh56:0.7223023144766829  sh57:0.6618682673087888  sh58:0.8004209391202736  
2.0 sh0:0.006773311687057488  sh1:0.007863267415316776  sh2:0.010058104263897681  sh3:0.005556310739288919  sh4:0.007192182741309698  sh5:0.006456237576674899  sh6:0.0073816363648901715  sh7:0.006294600840518941  sh8:0.00755900379051158  sh9:0.007425878490889376  sh10:0.012932418966486461  sh11:0.020396966539392325  sh12:0.23091131766059833  sh13:0.8637924551088759  sh14:0.7331241431138058  sh15:0.6827558866855672  sh16:0.7264281795677462  sh17:0.7701859982144446  sh18:0.21697514966481135  sh19:0.3083913855763576  sh20:0.7121846853911599  sh21:0.07058005854965183  sh22:0.16040446678711462  sh23:0.11376376190907121  sh24:0.37841856810464264  sh25:0.27807999396678684  sh26:0.7408212038967574  sh27:0.8771167615502495  sh28:0.6161714387195765  sh29:0.9327839334826306  sh30:0.018830939876962143  sh31:0.927898616030848  sh32:0.990839149441298  sh33:0.1696793443600867  sh34:0.9030386273083977  sh35:0.48829288381142005  sh36:0.07040031374135981  sh37:0.9832676086005617  sh38:0.03623186905838707  sh39:0.5408985926154378  sh40:0.24892113427497423  sh41:0.13349464541795636  sh42:0.1920390440844018  sh43:0.8633888141793516  sh44:0.7795120185063675  sh45:0.7505269319451697  sh46:0.8305369462641425  sh47:0.6544040097996181  sh48:0.9040402966843533  sh49:0.7603941304914247  sh50:0.8172084774638286  sh51:0.8305240339614697  sh52:0.8060712563453621  sh53:0.9126604792772071  sh54:0.5860534522305972  sh55:0.5912553449307872  sh56:0.6884725608565468  sh57:0.8086787725073801  sh58:0.631676552992274  
1.0 sh0:0.11954114056913662  sh1:0.0856847175006116  sh2:0.14087749247132078  sh3:0.26563022759434907  sh4:0.18898194985924852  sh5:0.11271007809720465  sh6:0.1382628974538066  sh7:0.08567730325819843  sh8:0.06013083006910222  sh9:0.08172814919018573  sh10:0.17079222863811228  sh11:0.23328968722907345  sh12:0.550548384740395  sh13:0.0773860005719762  sh14:0.13667659851319205  sh15:0.06704842880880163  sh16:0.14306291428753146  sh17:0.13500321454645955  sh18:0.9437489613183615  sh19:0.8646916129682194  sh20:0.001710253767698092  sh21:0.863751665888908  sh22:0.9980874784740826  sh23:0.9811623736608741  sh24:0.9192172614672985  sh25:0.9707142776284589  sh26:0.014245386262042834  sh27:0.0032776821415062616  sh28:0.0106558561235992  sh29:0.8643451673661737  sh30:0.7054312534367488  sh31:0.9003714131573279  sh32:0.9096419607828511  sh33:0.9263751305158664  sh34:0.955133372889606  sh35:0.9876479198972773  sh36:0.6378940881067233  sh37:0.9023683312455284  sh38:0.7896016636645262  sh39:0.9481978676191184  sh40:0.5362288271223783  sh41:0.5003077794728966  sh42:0.5885870911740105  sh43:0.9425324384593433  sh44:0.6470774175720388  sh45:0.9722067046130684  sh46:0.8585339809499959  sh47:0.8031165424316704  sh48:0.7904744591545892  sh49:0.8848521162632184  sh50:0.8678584921217207  sh51:0.9481031108154945  sh52:0.8500595784213809  sh53:0.8981786930158693  sh54:0.9084602770470354  sh55:0.8878449539004781  sh56:0.9327953036319577  sh57:0.882627047308994  sh58:0.8277859717665378  
0.0 sh0:0.055886090425517836  sh1:0.03428552827204886  sh2:0.06502643695809913  sh3:0.20376958209165108  sh4:0.0771887677966544  sh5:0.051378615861055  sh6:0.06987972944102903  sh7:0.033797048047023326  sh8:0.02585394236109568  sh9:0.031917112410864944  sh10:0.08692039667067492  sh11:0.13457559489910179  sh12:0.4532794443684542  sh13:0.0024703855825145347  sh14:0.002967859976286471  sh15:0.001870724930166471  sh16:0.006612556936713463  sh17:0.004081007642863959  sh18:0.8506307294628094  sh19:0.7688232728295928  sh20:0.060085775051482264  sh21:0.7562609483171197  sh22:0.9545309006087064  sh23:0.9483960443382725  sh24:0.7870758849910352  sh25:0.883933600152444  sh26:0.06445431840440506  sh27:0.06276243448463849  sh28:0.07587770926529852  sh29:0.8557488966366081  sh30:0.8675223800337074  sh31:0.9185645207590403  sh32:0.8537054003224761  sh33:0.48386714827604  sh34:0.910895404804526  sh35:0.6992909195217714  sh36:0.7496910967254059  sh37:0.9246432254164146  sh38:0.8943964947963882  sh39:0.613198184170381  sh40:0.5746768081167728  sh41:0.8922178535714462  sh42:0.7129218122803994  sh43:0.9319817412230244  sh44:0.7032018017068975  sh45:0.7202846244303895  sh46:0.8925566093119605  sh47:0.7733420213344124  sh48:0.823854943368868  sh49:0.9010598277400935  sh50:0.8565078692928841  sh51:0.8790497489831001  sh52:0.867634801718118  sh53:0.9269331844254276  sh54:0.8738785788028463  sh55:0.8646754364700675  sh56:0.8052713776590485  sh57:0.7363453956070347  sh58:0.8390129880097542  
3.0 sh0:0.0011432345681527015  sh1:7.784691409986034E-4  sh2:0.0018881071233788386  sh3:6.855340096183014E-4  sh4:7.513101020071063E-4  sh5:8.593183115146477E-4  sh6:0.0012623633037018246  sh7:8.71960079446064E-4  sh8:6.99600958510294E-4  sh9:7.417289184674853E-4  sh10:0.0011363540271977948  sh11:0.002372671362968893  sh12:0.14159637658607996  sh13:0.8483886907099131  sh14:0.9716175452029173  sh15:0.7478378423573562  sh16:0.9745811313946185  sh17:0.9740222742651685  sh18:0.5887592781246977  sh19:0.4842273326369009  sh20:0.9585075449410958  sh21:0.5458347113453155  sh22:0.8143437708080067  sh23:0.8382670112619315  sh24:0.6530484787930514  sh25:0.7359506479499641  sh26:0.9345806331457606  sh27:0.8029057112689267  sh28:0.8504143776810887  sh29:0.9936896621598142  sh30:0.4059797760921695  sh31:0.9807203449541793  sh32:0.9906280094428201  sh33:0.15197147211843862  sh34:0.8113110695319806  sh35:0.5059213834728346  sh36:0.045732575823068645  sh37:0.9868481279133011  sh38:0.6934235458083733  sh39:0.5433100189969596  sh40:0.168144474988191  sh41:0.08585951129312706  sh42:0.07441103242048903  sh43:0.8779954075575599  sh44:0.8141693212475419  sh45:0.7572883312700824  sh46:0.7687142676570012  sh47:0.7005016257258235  sh48:0.8654007298698437  sh49:0.6946270212817807  sh50:0.8192506938096614  sh51:0.8463553459127968  sh52:0.7221684315253645  sh53:0.9022541314081832  sh54:0.6746192150851882  sh55:0.8133801560017846  sh56:0.7956535975458894  sh57:0.8826329429263984  sh58:0.7910936046341162  
1.0 sh0:0.06687836976560603  sh1:0.04261628277630435  sh2:0.077349277314725  sh3:0.20335473707229906  sh4:0.12931075786198673  sh5:0.06170411170695679  sh6:0.08235652241273611  sh7:0.041811468159678775  sh8:0.03102731279387334  sh9:0.03994178970833967  sh10:0.10112053208340537  sh11:0.15321930840481876  sh12:0.4789778037372601  sh13:0.09390828329778278  sh14:0.17635989298286012  sh15:0.07861612166251362  sh16:0.19241548875291073  sh17:0.19141067510706508  sh18:0.8689149050879075  sh19:0.7841405135781873  sh20:0.007845343706588551  sh21:0.777240161028559  sh22:0.9684321723075221  sh23:0.9533925651127059  sh24:0.8379099089636881  sh25:0.918712587624263  sh26:0.003407767527034719  sh27:0.005435693744069851  sh28:0.004702895329802291  sh29:0.876082715293508  sh30:1.0  sh31:0.9199739693779961  sh32:0.8721965407005651  sh33:0.8562640903919633  sh34:0.8381484692738261  sh35:0.7979920890826603  sh36:0.5265968772719507  sh37:0.8808086314747606  sh38:1.0  sh39:0.9245029099832651  sh40:0.4644864098307817  sh41:0.7869000063046071  sh42:0.607236299191899  sh43:0.9337400200600992  sh44:0.6729483535093551  sh45:0.6614027695844455  sh46:0.7142903510518962  sh47:0.8176140809225457  sh48:0.7970389168447742  sh49:0.8786705757645346  sh50:0.9031768538274125  sh51:0.8782498723124246  sh52:0.8814513045065475  sh53:0.8948888704525686  sh54:0.8325824227492176  sh55:0.89477827478325  sh56:0.8668681907065376  sh57:0.9761656256003353  sh58:0.8671587633519448  
1.0 sh0:0.04239732303367131  sh1:0.031136096414746683  sh2:0.0523405699464883  sh3:0.03562602868654868  sh4:0.05972401151680985  sh5:0.039721678583450055  sh6:0.05368441739003522  sh7:0.028070821582403052  sh8:0.02901852601624385  sh9:0.029663264003340455  sh10:0.07251453633947319  sh11:0.11755993745820076  sh12:0.43990692184505364  sh13:0.08062461847883715  sh14:0.14783799435067876  sh15:0.06862253495851289  sh16:0.15840776765489406  sh17:0.15485981485559658  sh18:0.8368869899610694  sh19:0.745028153506376  sh20:0.001149659000938494  sh21:0.739135931009947  sh22:0.9655092983059188  sh23:0.9465433978231912  sh24:0.7991300135670304  sh25:0.8966577067325673  sh26:0.006972830535162372  sh27:0.0  sh28:0.005068997692178938  sh29:0.8691811491017656  sh30:0.787593244931117  sh31:0.9055543012583241  sh32:0.8953607878054393  sh33:0.8801831404718019  sh34:0.9569861599673014  sh35:0.8678229851968163  sh36:0.7846797389397694  sh37:0.0  sh38:0.8373165807291002  sh39:0.9445706007358076  sh40:0.49952675604308244  sh41:0.7029642422671286  sh42:0.5669447739951363  sh43:0.944165941693794  sh44:0.6156560494963343  sh45:0.9880609935739787  sh46:0.8459635777450206  sh47:0.797255713546526  sh48:0.8013657566449042  sh49:0.7191107761590957  sh50:0.9298339248949953  sh51:0.9221863446653746  sh52:0.8920670190565708  sh53:0.8973641318163286  sh54:0.8419232844784273  sh55:0.8895742043569032  sh56:0.6795092586973698  sh57:0.9316951175611486  sh58:0.8542652836312791  
1.0 sh0:0.11988142841661853  sh1:0.08806311402918386  sh2:0.1423282773742523  sh3:0.2002244649975403  sh4:0.14454767438975438  sh5:0.11276337986200032  sh6:0.13837473515761414  sh7:0.0870204623321116  sh8:0.06219857572659173  sh9:0.08410759448939802  sh10:0.17134910215693527  sh11:0.23105024561655968  sh12:0.545514280960233  sh13:0.07872773641488823  sh14:0.13077468638562179  sh15:0.06927938869036859  sh16:0.13483592610091638  sh17:0.12450573874211637  sh18:0.9397414700259221  sh19:0.8736578636376668  sh20:0.004940129426073362  sh21:0.8563721472706939  sh22:1.0  sh23:0.9816743712332846  sh24:0.902308379541569  sh25:0.9731353306992059  sh26:0.023619331121200786  sh27:0.008434611556695813  sh28:0.020282405271901272  sh29:0.8688821892730927  sh30:0.7692650526164405  sh31:0.8876824521733303  sh32:0.907546983113156  sh33:0.9386051217122084  sh34:1.0  sh35:1.0  sh36:0.8112334901465185  sh37:0.9124598087891417  sh38:0.775399992069732  sh39:0.92564740236924  sh40:0.5481986134623535  sh41:0.5795435195042019  sh42:0.42221221725165964  sh43:0.9569250579254346  sh44:0.7293299899863462  sh45:0.9250706402211446  sh46:0.9267789136464344  sh47:1.0  sh48:0.8100941583287671  sh49:1.0  sh50:0.8746263177006083  sh51:0.9365498288142732  sh52:0.5624413079930757  sh53:0.8935566198351313  sh54:0.8916836121055478  sh55:0.8527463227609924  sh56:1.0  sh57:0.8545740067757621  sh58:0.7405800672619353  
1.0 sh0:0.08715114923635699  sh1:0.05658186987774504  sh2:0.10110886634517334  sh3:0.22684098895946422  sh4:0.15274322763790663  sh5:0.08095841535217915  sh6:0.10439661537544981  sh7:0.05722564410337166  sh8:0.03799015611332459  sh9:0.053198891670432215  sh10:0.12698864392660392  sh11:0.18257739326078704  sh12:0.504621035936258  sh13:0.0841114036492086  sh14:0.15653348607664236  sh15:0.0711710574758271  sh16:0.16843360669756643  sh17:0.16620232781806163  sh18:0.8917531776191883  sh19:0.813555634191424  sh20:0.002388586859427288  sh21:0.811020430950688  sh22:0.981717373337024  sh23:0.966760310919775  sh24:0.8351728124643938  sh25:0.946099442898731  sh26:0.004715974861019243  sh27:0.001318923205157302  sh28:0.00378892834377895  sh29:0.8627072738661865  sh30:0.8541035368642328  sh31:0.918245703509079  sh32:0.9012240761884475  sh33:0.893423823581795  sh34:0.9299807835545671  sh35:0.8040292466467249  sh36:0.6795986335238475  sh37:0.8790037695437249  sh38:0.8707036485102589  sh39:0.9525724728434235  sh40:0.4815955467163427  sh41:0.8709250911923234  sh42:0.6837310974478847  sh43:0.9423326083049354  sh44:0.6892381734646437  sh45:0.8106039067189112  sh46:0.7371923735181111  sh47:0.7125746221269041  sh48:0.7893904335357765  sh49:0.8653844312944188  sh50:0.7936600460686106  sh51:0.8722035728424751  sh52:0.9001985239100563  sh53:0.9002456486912243  sh54:0.9126329700186363  sh55:0.8892135123394268  sh56:0.9151853037492769  sh57:0.9268398307710868  sh58:0.8826633956117983  
0.0 sh0:0.4936187069022015  sh1:0.10560959860404937  sh2:0.16589903864028183  sh3:0.5695716368844012  sh4:0.5956577195882237  sh5:0.48637623288754167  sh6:0.5317055443923039  sh7:0.39909324746186325  sh8:0.07514351427734882  sh9:0.10113004678851138  sh10:0.1972872658065156  sh11:0.25823309279650186  sh12:0.5693168449742988  sh13:9.146610048334612E-4  sh14:0.0012780072082939054  sh15:6.885061161966599E-4  sh16:0.002630055205744177  sh17:0.0014188724347725028  sh18:0.9578774490923861  sh19:0.8900077028391317  sh20:0.0590356212092149  sh21:0.8794245728261234  sh22:0.5184451817689102  sh23:0.9898024846655009  sh24:0.9027747156299702  sh25:0.9740042513824686  sh26:0.06868290583192108  sh27:0.06365548860719471  sh28:0.08124918251065617  sh29:0.8412947227121426  sh30:0.7644218145184252  sh31:0.8980542957650358  sh32:0.9138418530735272  sh33:0.5001166032534408  sh34:0.8774704087784209  sh35:0.6896752258974407  sh36:0.9451842860019963  sh37:0.9370809528949011  sh38:0.6784524692702005  sh39:0.5941788480710001  sh40:0.657718134861033  sh41:0.7210464870827615  sh42:0.6172589656345273  sh43:0.8677483430201238  sh44:0.7028287646808287  sh45:0.9665277910799746  sh46:0.8982367656877472  sh47:0.7754312579853514  sh48:0.8271489474254612  sh49:0.8504947214093401  sh50:0.8614623925587255  sh51:0.8962726778621625  sh52:0.9762723539373849  sh53:0.7939124825689161  sh54:0.5237940684172007  sh55:0.8574565946244463  sh56:0.8873005972421726  sh57:0.740393739907239  sh58:0.8364150989205897  
2.0 sh0:0.006424715016055236  sh1:0.006420886117462571  sh2:0.009828227793518265  sh3:0.00432650085919258  sh4:0.005480398740301596  sh5:0.005274124022540865  sh6:0.006993400926462863  sh7:0.005772882315018371  sh8:0.006088859010393124  sh9:0.007031486144579571  sh10:0.0114765571274158  sh11:0.017308308455413302  sh12:0.18669261521050012  sh13:0.7243832255034343  sh14:0.7325662548457315  sh15:0.5714061892271354  sh16:0.7233346972210571  sh17:0.7715542572849126  sh18:0.09058834266806826  sh19:0.09415443546311783  sh20:0.5584565440192316  sh21:0.3274068641149257  sh22:0.09245562860081992  sh23:0.0944734775112976  sh24:0.07396996507175702  sh25:0.09193021443670951  sh26:0.5725988053824997  sh27:0.7014716539455861  sh28:0.4921392690544397  sh29:0.9588378087236311  sh30:0.01594226968990173  sh31:0.9451332803709548  sh32:0.9825630102521461  sh33:0.1396746919505165  sh34:0.9034075798589315  sh35:0.5404144118448969  sh36:0.0567742163311599  sh37:0.9866585381736932  sh38:0.02381455184835888  sh39:0.49757046445111686  sh40:0.2607684283247236  sh41:0.1609199373855036  sh42:0.13690091126339077  sh43:0.8479152273796898  sh44:0.847021910678671  sh45:0.6728937776765688  sh46:0.7469520332245124  sh47:0.8165475726906518  sh48:0.8477657888868894  sh49:0.8500325883047438  sh50:0.792207446092127  sh51:0.8398869734338013  sh52:0.7427273104247205  sh53:0.8606474125996753  sh54:0.7167775467288737  sh55:0.7005031276115465  sh56:0.7890264845102776  sh57:0.7394814716139041  sh58:0.7618060623978746  
1.0 sh0:0.3654277003262932  sh1:0.08357107022647671  sh2:0.14173644973799793  sh3:0.47699646390649314  sh4:0.48790243623603535  sh5:0.3572304441520185  sh6:0.4053097963154214  sh7:0.2526386930995447  sh8:0.05490925999157507  sh9:0.0791276497167899  sh10:0.17044124628954893  sh11:0.23060385457952307  sh12:0.5488925585430211  sh13:0.09505531231409162  sh14:0.17769887372726503  sh15:0.0789187453285298  sh16:0.19594348489029037  sh17:0.19428871597922975  sh18:0.9370498295155142  sh19:0.8590923330801989  sh20:0.009012431566976068  sh21:0.8526816347127629  sh22:0.7630692556741284  sh23:0.9285215232964763  sh24:0.8827952044077151  sh25:0.9346953658840985  sh26:0.0  sh27:0.007341105910344722  sh28:0.002209028852080386  sh29:0.8616277846499708  sh30:0.8297151322448489  sh31:0.9164221562015897  sh32:0.8880564580265738  sh33:0.80338475650639  sh34:0.900617221597549  sh35:0.8518986681607916  sh36:0.7392111971923458  sh37:0.910964176595933  sh38:0.8873787595839391  sh39:0.9209615160982447  sh40:0.9850039773040415  sh41:0.7385727413698772  sh42:0.6305045293310765  sh43:0.9284044233814744  sh44:0.6888964145230349  sh45:0.8889776224523719  sh46:0.9637590889462609  sh47:0.839732413867392  sh48:0.7968907859498868  sh49:0.8826935762675986  sh50:0.861452212953448  sh51:0.9718050157320416  sh52:0.8504958408488137  sh53:0.8052722623866788  sh54:0.7513355029629216  sh55:0.8002560198564477  sh56:0.8899223809573481  sh57:0.8866645154570701  sh58:0.6952277412270668  
